This is Dataplot data file     LIU.DAT
Error in 5-bit DAC (Digital-to-Analog Converter)
Hung-Kung Liu and Gene Huang (NIST)
HELP (High-Dimensional Empirical Linear Prediction)
Response variable      = error in 5-bit DAC process
Number of observations = 2**5 settings x 88 devices = 2816
Number of variables per line image =  8
Order of variables on a line image--
   1. Response variable Y = conversion error in 5-bit DAC
   2. Factor 1 = bit 1 (0 = off and 1 = on)
   3. Factor 2 = bit 2 (0 = off and 1 = on)
   4. Factor 3 = bit 3 (0 = off and 1 = on)
   5. Factor 4 = bit 4 (0 = off and 1 = on)
   6. Factor 5 = bit 5 (0 = off and 1 = on)
   7. Factor 6 = derived joint setting from X1 to X5 (1 to 32)
   8. Factor 7 = device (1 to 88)
To read this file into dataplot--
   SKIP 25
   READ LIU.DAT Y X1 X2 X3 X4 X5 SETTING DEVICE
 
 
 
   DAC      Bit  Bit  Bit  Bit  Bit  Setting     Device
 0.316976    0    0    0    1    1     21         63
 0.247311    0    0    0    1    0     22         63
 0.314460    0    0    0    0    1     23         63
 0.190070    0    0    0    0    0     24         63
 0.362761    0    1    1    1    1     25         63
 0.273552    0    1    1    1    0     26         63
 0.336792    0    1    1    0    1     27         63
 0.231946    0    1    1    0    0     28         63
 0.299095    0    0    0    1    1     29         63
 0.190341    0    0    0    1    0     30         63
 0.280944    0    0    0    0    1     31         63
 0.191734    0    0    0    0    0     32         63
 0.217681    1    1    1    1    1      1         64
 0.138717    1    1    1    1    0      2         64
 0.176835    1    1    1    0    1      3         64
 0.113482    1    1    1    0    0      4         64
 0.124281    1    0    0    1    1      5         64
 0.072637    1    0    0    1    0      6         64
 0.118560    1    0    0    0    1      7         64
-0.007236    1    0    0    0    0      8         64
 0.167476    1    1    1    1    1      9         64
 0.049486    1    1    1    1    0     10         64
 0.138339    1    1    1    0    1     11         64
 0.063278    1    1    1    0    0     12         64
 0.117007    1    0    0    1    1     13         64
 0.045849    1    0    0    1    0     14         64
 0.064453    1    0    0    0    1     15         64
-0.014511    1    0    0    0    0     16         64
 0.269477    0    1    1    1    1     17         64
 0.182708    0    1    1    1    0     18         64
 0.232534    0    1    1    0    1     19         64
 0.145765    0    1    1    0    0     20         64
 0.195591    0    0    0    1    1     21         64
 0.089309    0    0    0    1    0     22         64
 0.127427    0    0    0    0    1     23         64
 0.040658    0    0    0    0    0     24         64
 0.219273    0    1    1    1    1     25         64
 0.105185    0    1    1    1    0     26         64
 0.194038    0    1    1    0    1     27         64
 0.087756    0    1    1    0    0     28         64
 0.141484    0    0    0    1    1     29         64
 0.078132    0    0    0    1    0     30         64
 0.124055    0    0    0    0    1     31         64
 0.021675    0    0    0    0    0     32         64
 0.280591    1    1    1    1    1      1         65
 0.187501    1    1    1    1    0      2         65
 0.246866    1    1    1    0    1      3         65
 0.173322    1    1    1    0    0      4         65
 0.189687    1    0    0    1    1      5         65
 0.120052    1    0    0    1    0      6         65
 0.210690    1    0    0    0    1      7         65
 0.062873    1    0    0    0    0      8         65
 0.239511    1    1    1    1    1      9         65
 0.189422    1    1    1    1    0     10         65
 0.225332    1    1    1    0    1     11         65
 0.140061    1    1    1    0    0     12         65
 0.164244    1    0    0    1    1     13         65
 0.106337    1    0    0    1    0     14         65
 0.157883    1    0    0    0    1     15         65
 0.064794    1    0    0    0    0     16         65
 0.354796    0    1    1    1    1     17         65
 0.273433    0    1    1    1    0     18         65
 0.336708    0    1    1    0    1     19         65
 0.231891    0    1    1    0    0     20         65
 0.299074    0    0    0    1    1     21         65
 0.209894    0    0    0    1    0     22         65
 0.241895    0    0    0    0    1     23         65
 0.168351    0    0    0    0    0     24         65
 0.290262    0    1    1    1    1     25         65
 0.220627    0    1    1    1    0     26         65
 0.283901    0    1    1    0    1     27         65
 0.186902    0    1    1    0    0     28         65
 0.226722    0    0    0    1    1     29         65
 0.172723    0    0    0    1    0     30         65
 0.228179    0    0    0    0    1     31         65
 0.185908    0    0    0    0    0     32         65
 0.245616    1    1    1    1    1      1         66
 0.166556    1    1    1    1    0      2         66
 0.220174    1    1    1    0    1      3         66
 0.148918    1    1    1    0    0      4         66
 0.202536    1    0    0    1    1      5         66
 0.100062    1    0    0    1    0      6         66
 0.161484    1    0    0    0    1      7         66
 0.039499    1    0    0    0    0      8         66
 0.210185    1    1    1    1    1      9         66
 0.138929    1    1    1    1    0     10         66
 0.157426    1    1    1    0    1     11         66
 0.070562    1    1    1    0    0     12         66
 0.167105    1    0    0    1    1     13         66
 0.045119    1    0    0    1    0     14         66
 0.129955    1    0    0    0    1     15         66
 0.046993    1    0    0    0    0     16         66
 0.307432    0    1    1    1    1     17         66
 0.208860    0    1    1    1    0     18         66
 0.262478    0    1    1    0    1     19         66
 0.206831    0    1    1    0    0     20         66
 0.260449    0    0    0    1    1     21         66
 0.177486    0    0    0    1    0     22         66
 0.219397    0    0    0    0    1     23         66
 0.097412    0    0    0    0    0     24         66
 0.256391    0    1    1    1    1     25         66
 0.173429    0    1    1    1    0     26         66
 0.250460    0    1    1    0    1     27         66
 0.140182    0    1    1    0    0     28         66
 0.205506    0    0    0    1    1     29         66
 0.126446    0    0    0    1    0     30         66
 0.191771    0    0    0    0    1     31         66
 0.097101    0    0    0    0    0     32         66
 0.338347    1    1    1    1    1      1         67
 0.213960    1    1    1    1    0      2         67
 0.277204    1    1    1    0    1      3         67
 0.176271    1    1    1    0    0      4         67
 0.255152    1    0    0    1    1      5         67
 0.142492    1    0    0    1    0      6         67
 0.240917    1    0    0    0    1      7         67
 0.132166    1    0    0    0    0      8         67
 0.250136    1    1    1    1    1      9         67
 0.196111    1    1    1    1    0     10         67
 0.271082    1    1    1    0    1     11         67
 0.185785    1    1    1    0    0     12         67
 0.229484    1    0    0    1    1     13         67
 0.136369    1    0    0    1    0     14         67
 0.156615    1    0    0    0    1     15         67
 0.126044    1    0    0    0    0     16         67
 0.404282    0    1    1    1    1     17         67
 0.295531    0    1    1    1    0     18         67
 0.335322    0    1    1    0    1     19         67
 0.281297    0    1    1    0    0     20         67
 0.364086    0    0    0    1    1     21         67
 0.239699    0    0    0    1    0     22         67
 0.310761    0    0    0    0    1     23         67
 0.221555    0    0    0    0    0     24         67
 0.355161    0    1    1    1    1     25         67
 0.269864    0    1    1    1    0     26         67
 0.321382    0    1    1    0    1     27         67
 0.255629    0    1    1    0    0     28         67
 0.295420    0    0    0    1    1     29         67
 0.198396    0    0    0    1    0     30         67
 0.261640    0    0    0    0    1     31         67
 0.164616    0    0    0    0    0     32         67
 0.330484    1    1    1    1    1      1         68
 0.237368    1    1    1    1    0      2         68
 0.281066    1    1    1    0    1      3         68
 0.227039    1    1    1    0    0      4         68
 0.270737    1    0    0    1    1      5         68
 0.189348    1    0    0    1    0      6         68
 0.252590    1    0    0    0    1      7         68
 0.159474    1    0    0    0    0      8         68
 0.312623    1    1    1    1    1      9         68
 0.219507    1    1    1    1    0     10         68
 0.274932    1    1    1    0    1     11         68
 0.193543    1    1    1    0    0     12         68
 0.252876    1    0    0    1    1     13         68
 0.163669    1    0    0    1    0     14         68
 0.223003    1    0    0    0    1     15         68
 0.118160    1    0    0    0    0     16         68
 0.415941    0    1    1    1    1     17         68
 0.354097    0    1    1    1    0     18         68
 0.378250    0    1    1    0    1     19         68
 0.292951    0    1    1    0    0     20         68
 0.340558    0    0    0    1    1     21         68
 0.286532    0    0    0    1    0     22         68
 0.295049    0    0    0    0    1     23         68
 0.209751    0    0    0    0    0     24         68
 0.409808    0    1    1    1    1     25         68
 0.269784    0    1    1    1    0     26         68
 0.356480    0    1    1    0    1     27         68
 0.255546    0    1    1    0    0     28         68
 0.314880    0    0    0    1    1     29         68
 0.229582    0    0    0    1    0     30         68
 0.288915    0    0    0    0    1     31         68
 0.234889    0    0    0    0    0     32         68
 0.192234    1    1    1    1    1      1         69
 0.093811    1    1    1    1    0      2         69
 0.139797    1    1    1    0    1      3         69
 0.029666    1    1    1    0    0      4         69
 0.091263    1    0    0    1    1      5         69
 0.027967    1    0    0    1    0      6         69
 0.066147    1    0    0    0    1      7         69
-0.032276    1    0    0    0    0      8         69
 0.154216    1    1    1    1    1      9         69
 0.024570    1    1    1    1    0     10         69
 0.093973    1    1    1    0    1     11         69
-0.020061    1    1    1    0    0     12         69
 0.045439    1    0    0    1    1     13         69
-0.033469    1    0    0    1    0     14         69
 0.043740    1    0    0    0    1     15         69
-0.085906    1    0    0    0    0     16         69
 0.209868    0    1    1    1    1     17         69
 0.099736    0    1    1    1    0     18         69
 0.149625    0    1    1    0    1     19         69
 0.043397    0    1    1    0    0     20         69
 0.155732    0    0    0    1    1     21         69
 0.045601    0    0    0    1    0     22         69
 0.115004    0    0    0    0    1     23         69
 0.024387    0    0    0    0    0     24         69
 0.144529    0    1    1    1    1     25         69
 0.077330    0    1    1    1    0     26         69
 0.115510    0    1    1    0    1     27         69
 0.040505    0    1    1    0    0     28         69
 0.047461    0    0    0    1    1     29         69
-0.004126    0    0    0    1    0     30         69
 0.010636    0    0    0    0    1     31         69
-0.072175    0    0    0    0    0     32         69
-0.370909    1    1    1    1    1      1         70
-0.360215    1    1    1    1    0      2         70
-0.478297    1    1    1    0    1      3         70
-0.416874    1    1    1    0    0      4         70
-0.472519    1    0    0    1    1      5         70
-0.469630    1    0    0    1    0      6         70
-0.505764    1    0    0    0    1      7         70
-0.452145    1    0    0    0    0      8         70
-0.507790    1    1    1    1    1      9         70
-0.504901    1    1    1    1    0     10         70
-0.564449    1    1    1    0    1     11         70
-0.526439    1    1    1    0    0     12         70
-0.609400    1    0    0    1    1     13         70
-0.524563    1    0    0    1    0     14         70
-0.615329    1    0    0    0    1     15         70
-0.608538    1    0    0    0    0     16         70
-0.605648    0    1    1    1    1     17         70
-0.563736    0    1    1    1    0     18         70
-0.654502    0    1    1    0    1     19         70
-0.616493    0    1    1    0    0     20         70
-0.722868    0    0    0    1    1     21         70
-0.641933    0    0    0    1    0     22         70
-0.720992    0    0    0    0    1     23         70
-0.682982    0    0    0    0    0     24         70
-0.726921    0    1    1    1    1     25         70
-0.692813    0    1    1    1    0     26         70
-0.764068    0    1    1    0    1     27         70
-0.753374    0    1    1    0    0     28         70
-0.824628    0    0    0    1    1     29         70
-0.751498    0    0    0    1    0     30         70
-0.842264    0    0    0    0    1     31         70
-0.823766    0    0    0    0    0     32         70
-0.378192    1    1    1    1    1      1         71
-0.363579    1    1    1    1    0      2         71
-0.419208    1    1    1    0    1      3         71
-0.431911    1    1    1    0    0      4         71
-0.440712    1    0    0    1    1      5         71
-0.437806    1    0    0    1    0      6         71
-0.516849    1    0    0    0    1      7         71
-0.463213    1    0    0    0    0      8         71
-0.507135    1    1    1    1    1      9         71
-0.484717    1    1    1    1    0     10         71
-0.524737    1    1    1    0    1     11         71
-0.502319    1    1    1    0    0     12         71
-0.573557    1    0    0    1    1     13         71
-0.535530    1    0    0    1    0     14         71
-0.618475    1    0    0    0    1     15         71
-0.576546    1    0    0    0    0     16         71
-0.546323    0    1    1    1    1     17         71
-0.539515    0    1    1    1    0     18         71
-0.641972    0    1    1    0    1     19         71
-0.611749    0    1    1    0    0     20         71
-0.651769    0    0    0    1    1     21         71
-0.609839    0    0    0    1    0     22         71
-0.700590    0    0    0    0    1     23         71
-0.643051    0    0    0    0    0     24         71
-0.694778    0    1    1    1    1     25         71
-0.648946    0    1    1    1    0     26         71
-0.759208    0    1    1    0    1     27         71
-0.721180    0    1    1    0    0     28         71
-0.741688    0    0    0    1    1     29         71
-0.719270    0    0    0    1    0     30         71
-0.817825    0    0    0    0    1     31         71
-0.775896    0    0    0    0    0     32         71
-0.321743    1    1    1    1    1      1         72
-0.260373    1    1    1    1    0      2         72
-0.355088    1    1    1    0    1      3         72
-0.293718    1    1    1    0    0      4         72
-0.372824    1    0    0    1    1      5         72
-0.350476    1    0    0    1    0      6         72
-0.433484    1    0    0    0    1      7         72
-0.391625    1    0    0    0    0      8         72
-0.423906    1    1    1    1    1      9         72
-0.343026    1    1    1    1    0     10         72
-0.488468    1    1    1    0    1     11         72
-0.415392    1    1    1    0    0     12         72
-0.494498    1    0    0    1    1     13         72
-0.437031    1    0    0    1    0     14         72
-0.527843    1    0    0    0    1     15         72
-0.485984    1    0    0    0    0     16         72
-0.490950    0    1    1    1    1     17         72
-0.449091    0    1    1    1    0     18         72
-0.536001    0    1    1    0    1     19         72
-0.482436    0    1    1    0    0     20         72
-0.565444    0    0    0    1    1     21         72
-0.566508    0    0    0    1    0     22         72
-0.602691    0    0    0    0    1     23         72
-0.576441    0    0    0    0    0     24         72
-0.585309    0    1    1    1    1     25         72
-0.562961    0    1    1    1    0     26         72
-0.649871    0    1    1    0    1     27         72
-0.576795    0    1    1    0    0     28         72
-0.687118    0    0    0    1    1     29         72
-0.637455    0    0    0    1    0     30         72
-0.712659    0    0    0    0    1     31         72
-0.678604    0    0    0    0    0     32         72
-0.400484    1    1    1    1    1      1         73
-0.401443    1    1    1    1    0      2         73
-0.476550    1    1    1    0    1      3         73
-0.411167    1    1    1    0    0      4         73
-0.494079    1    0    0    1    1      5         73
-0.463819    1    0    0    1    0      6         73
-0.531121    1    0    0    0    1      7         73
-0.512568    1    0    0    0    0      8         73
-0.505723    1    1    1    1    1      9         73
-0.506682    1    1    1    1    0     10         73
-0.581789    1    1    1    0    1     11         73
-0.555431    1    1    1    0    0     12         73
-0.618831    1    0    0    1    1     13         73
-0.619790    1    0    0    1    0     14         73
-0.655873    1    0    0    0    1     15         73
-0.633417    1    0    0    0    0     16         73
-0.646084    0    1    1    1    1     17         73
-0.619726    0    1    1    1    0     18         73
-0.694833    0    1    1    0    1     19         73
-0.617743    0    1    1    0    0     20         73
-0.743582    0    0    0    1    1     21         73
-0.654785    0    0    0    1    0     22         73
-0.745502    0    0    0    0    1     23         73
-0.738656    0    0    0    0    0     24         73
-0.778641    0    1    1    1    1     25         73
-0.724965    0    1    1    1    0     26         73
-0.772755    0    1    1    0    1     27         73
-0.785422    0    1    1    0    0     28         73
-0.852724    0    0    0    1    1     29         73
-0.814658    0    0    0    1    0     30         73
-0.940498    0    0    0    0    1     31         73
-0.859505    0    0    0    0    0     32         73
-0.384020    1    1    1    1    1      1         74
-0.353731    1    1    1    1    0      2         74
-0.432715    1    1    1    0    1      3         74
-0.437550    1    1    1    0    0      4         74
-0.497020    1    0    0    1    1      5         74
-0.466731    1    0    0    1    0      6         74
-0.557423    1    0    0    0    1      7         74
-0.534939    1    0    0    0    0      8         74
-0.535871    1    1    1    1    1      9         74
-0.521192    1    1    1    1    0     10         74
-0.607981    1    1    1    0    1     11         74
-0.585497    1    1    1    0    0     12         74
-0.621552    1    0    0    1    1     13         74
-0.587361    1    0    0    1    0     14         74
-0.678052    1    0    0    0    1     15         74
-0.675081    1    0    0    0    0     16         74
-0.621377    0    1    1    1    1     17         74
-0.606698    0    1    1    1    0     18         74
-0.713000    0    1    1    0    1     19         74
-0.643685    0    1    1    0    0     20         74
-0.734376    0    0    0    1    1     21         74
-0.735308    0    0    0    1    0     22         74
-0.794779    0    0    0    0    1     23         74
-0.776198    0    0    0    0    0     24         74
-0.765422    0    1    1    1    1     25         74
-0.758548    0    1    1    1    0     26         74
-0.829727    0    1    1    0    1     27         74
-0.803340    0    1    1    0    0     28         74
-0.827688    0    0    0    1    1     29         74
-0.816912    0    0    0    1    0     30         74
-0.903701    0    0    0    0    1     31         74
-0.849996    0    0    0    0    0     32         74
 0.243425    1    1    1    1    1      1         75
 0.121488    1    1    1    1    0      2         75
 0.194676    1    1    1    0    1      3         75
 0.103959    1    1    1    0    0      4         75
 0.173244    1    0    0    1    1      5         75
 0.074722    1    0    0    1    0      6         75
 0.124495    1    0    0    0    1      7         75
 0.100120    1    0    0    0    0      8         75
 0.204528    1    1    1    1    1      9         75
 0.098201    1    1    1    1    0     10         75
 0.151876    1    1    1    0    1     11         75
 0.080672    1    1    1    0    0     12         75
 0.157762    1    0    0    1    1     13         75
 0.086557    1    0    0    1    0     14         75
 0.105110    1    0    0    0    1     15         75
 0.045613    1    0    0    0    0     16         75
 0.290511    0    1    1    1    1     17         75
 0.207599    0    1    1    1    0     18         75
 0.292494    0    1    1    0    1     19         75
 0.162752    0    1    1    0    0     20         75
 0.239842    0    0    0    1    1     21         75
 0.117905    0    0    0    1    0     22         75
 0.198898    0    0    0    0    1     23         75
 0.104278    0    0    0    0    0     24         75
 0.259418    0    1    1    1    1     25         75
 0.176506    0    1    1    1    0     26         75
 0.210669    0    1    1    0    1     27         75
 0.170684    0    1    1    0    0     28         75
 0.216555    0    0    0    1    1     29         75
 0.114130    0    0    0    1    0     30         75
 0.191220    0    0    0    0    1     31         75
 0.080991    0    0    0    0    0     32         75
 0.258704    1    1    1    1    1      1         76
 0.152367    1    1    1    1    0      2         76
 0.202129    1    1    1    0    1      3         76
 0.134817    1    1    1    0    0      4         76
 0.207994    1    0    0    1    1      5         76
 0.093852    1    0    0    1    0      6         76
 0.155321    1    0    0    0    1      7         76
 0.041180    1    0    0    0    0      8         76
 0.239235    1    1    1    1    1      9         76
 0.125093    1    1    1    1    0     10         76
 0.213879    1    1    1    0    1     11         76
 0.099738    1    1    1    0    0     12         76
 0.180719    1    0    0    1    1     13         76
 0.082188    1    0    0    1    0     14         76
 0.139754    1    0    0    0    1     15         76
 0.033417    1    0    0    0    0     16         76
 0.321229    0    1    1    1    1     17         76
 0.222697    0    1    1    1    0     18         76
 0.291972    0    1    1    0    1     19         76
 0.209050    0    1    1    0    0     20         76
 0.258811    0    0    0    1    1     21         76
 0.175889    0    0    0    1    0     22         76
 0.233456    0    0    0    0    1     23         76
 0.154437    0    0    0    0    0     24         76
 0.305662    0    1    1    1    1     25         76
 0.199326    0    1    1    1    0     26         76
 0.252990    0    1    1    0    1     27         76
 0.146653    0    1    1    0    0     28         76
 0.200317    0    0    0    1    1     29         76
 0.101786    0    0    0    1    0     30         76
 0.210084    0    0    0    0    1     31         76
 0.084235    0    0    0    0    0     32         76
-0.427379    1    1    1    1    1      1         77
-0.350273    1    1    1    1    0      2         77
-0.425368    1    1    1    0    1      3         77
-0.426314    1    1    1    0    0      4         77
-0.517018    1    0    0    1    1      5         77
-0.436010    1    0    0    1    0      6         77
-0.557935    1    0    0    0    1      7         77
-0.531563    1    0    0    0    0      8         77
-0.520801    1    1    1    1    1      9         77
-0.494429    1    1    1    1    0     10         77
-0.596841    1    1    1    0    1     11         77
-0.539249    1    1    1    0    0     12         77
-0.645563    1    0    0    1    1     13         77
-0.626996    1    0    0    1    0     14         77
-0.686480    1    0    0    0    1     15         77
-0.644498    1    0    0    0    0     16         77
-0.641541    0    1    1    1    1     17         77
-0.560533    0    1    1    1    0     18         77
-0.666848    0    1    1    0    1     19         77
-0.659989    0    1    1    0    0     20         77
-0.692155    0    0    0    1    1     21         77
-0.654075    0    0    0    1    0     22         77
-0.760390    0    0    0    0    1     23         77
-0.698895    0    0    0    0    0     24         77
-0.746671    0    1    1    1    1     25         77
-0.735909    0    1    1    1    0     26         77
-0.803198    0    1    1    0    1     27         77
-0.780729    0    1    1    0    0     28         77
-0.828505    0    0    0    1    1     29         77
-0.813841    0    0    0    1    0     30         77
-0.853812    0    0    0    0    1     31         77
-0.843050    0    0    0    0    0     32         77
-0.361189    1    1    1    1    1      1         78
-0.346529    1    1    1    1    0      2         78
-0.382603    1    1    1    0    1      3         78
-0.332821    1    1    1    0    0      4         78
-0.439140    1    0    0    1    1      5         78
-0.393260    1    0    0    1    0      6         78
-0.460554    1    0    0    0    1      7         78
-0.418577    1    0    0    0    0      8         78
-0.458553    1    1    1    1    1      9         78
-0.424381    1    1    1    1    0     10         78
-0.515090    1    1    1    0    1     11         78
-0.477015    1    1    1    0    0     12         78
-0.536504    1    0    0    1    1     13         78
-0.506234    1    0    0    1    0     14         78
-0.542308    1    0    0    0    1     15         78
-0.535454    1    0    0    0    0     16         78
-0.544209    0    1    1    1    1     17         78
-0.521745    0    1    1    1    0     18         78
-0.589039    0    1    1    0    1     19         78
-0.543159    0    1    1    0    0     20         78
-0.614356    0    0    0    1    1     21         78
-0.591891    0    0    0    1    0     22         78
-0.635770    0    0    0    0    1     23         78
-0.605500    0    0    0    0    0     24         78
-0.641574    0    1    1    1    1     25         78
-0.638622    0    1    1    1    0     26         78
-0.694208    0    1    1    0    1     27         78
-0.663939    0    1    1    0    0     28         78
-0.754648    0    0    0    1    1     29         78
-0.677548    0    0    0    1    0     30         78
-0.779965    0    0    0    0    1     31         78
-0.730182    0    0    0    0    0     32         78
-0.347867    1    1    1    1    1      1         79
-0.294261    1    1    1    1    0      2         79
-0.408452    1    1    1    0    1      3         79
-0.339237    1    1    1    0    0      4         79
-0.422209    1    0    0    1    1      5         79
-0.399821    1    0    0    1    0      6         79
-0.459380    1    0    0    0    1      7         79
-0.405774    1    0    0    0    0      8         79
-0.449724    1    1    1    1    1      9         79
-0.431238    1    1    1    1    0     10         79
-0.486895    1    1    1    0    1     11         79
-0.405973    1    1    1    0    0     12         79
-0.531870    1    0    0    1    1     13         79
-0.497775    1    0    0    1    0     14         79
-0.561237    1    0    0    0    1     15         79
-0.558360    1    0    0    0    0     16         79
-0.571092    0    1    1    1    1     17         79
-0.494072    0    1    1    1    0     18         79
-0.592654    0    1    1    0    1     19         79
-0.550754    0    1    1    0    0     20         79
-0.618118    0    0    0    1    1     21         79
-0.599632    0    0    0    1    0     22         79
-0.670898    0    0    0    0    1     23         79
-0.609487    0    0    0    0    0     24         79
-0.657339    0    1    1    1    1     25         79
-0.631049    0    1    1    1    0     26         79
-0.725728    0    1    1    0    1     27         79
-0.672122    0    1    1    0    0     28         79
-0.716072    0    0    0    1    1     29         79
-0.697586    0    0    0    1    0     30         79
-0.776657    0    0    0    0    1     31         79
-0.723050    0    0    0    0    0     32         79
-0.392715    1    1    1    1    1      1         80
-0.346846    1    1    1    1    0      2         80
-0.441467    1    1    1    0    1      3         80
-0.419012    1    1    1    0    0      4         80
-0.462901    1    0    0    1    1      5         80
-0.448251    1    0    0    1    0      6         80
-0.519457    1    0    0    0    1      7         80
-0.497003    1    0    0    0    0      8         80
-0.517476    1    1    1    1    1      9         80
-0.514534    1    1    1    1    0     10         80
-0.577935    1    1    1    0    1     11         80
-0.535968    1    1    1    0    0     12         80
-0.591564    1    0    0    1    1     13         80
-0.573012    1    0    0    1    0     14         80
-0.663730    1    0    0    0    1     15         80
-0.610056    1    0    0    0    0     16         80
-0.630529    0    1    1    1    1     17         80
-0.572953    0    1    1    1    0     18         80
-0.655866    0    1    1    0    1     19         80
-0.609996    0    1    1    0    0     20         80
-0.700715    0    0    0    1    1     21         80
-0.631431    0    0    0    1    0     22         80
-0.714344    0    0    0    0    1     23         80
-0.695792    0    0    0    0    0     24         80
-0.731875    0    1    1    1    1     25         80
-0.705518    0    1    1    1    0     26         80
-0.792334    0    1    1    0    1     27         80
-0.742562    0    1    1    0    0     28         80
-0.825476    0    0    0    1    1     29         80
-0.763996    0    0    0    1    0     30         80
-0.870324    0    0    0    0    1     31         80
-0.840065    0    0    0    0    0     32         80
 0.235077    1    1    1    1    1      1         81
 0.141915    1    1    1    1    0      2         81
 0.228556    1    1    1    0    1      3         81
 0.147120    1    1    1    0    0      4         81
 0.210309    1    0    0    1    1      5         81
 0.113237    1    0    0    1    0      6         81
 0.168608    1    0    0    0    1      7         81
 0.083263    1    0    0    0    0      8         81
 0.240263    1    1    1    1    1      9         81
 0.151009    1    1    1    1    0     10         81
 0.175110    1    1    1    0    1     11         81
 0.089765    1    1    1    0    0     12         81
 0.180315    1    0    0    1    1     13         81
 0.067609    1    0    0    1    0     14         81
 0.107345    1    0    0    0    1     15         81
 0.061088    1    0    0    0    0     16         81
 0.319715    0    1    1    1    1     17         81
 0.253914    0    1    1    1    0     18         81
 0.254562    0    1    1    0    1     19         81
 0.192670    0    1    1    0    0     20         81
 0.275403    0    0    0    1    1     21         81
 0.178331    0    0    0    1    0     22         81
 0.233703    0    0    0    0    1     23         81
 0.124905    0    0    0    0    0     24         81
 0.332719    0    1    1    1    1     25         81
 0.208286    0    1    1    1    0     26         81
 0.255839    0    1    1    0    1     27         81
 0.170494    0    1    1    0    0     28         81
 0.257136    0    0    0    1    1     29         81
 0.171791    0    0    0    1    0     30         81
 0.211527    0    0    0    0    1     31         81
 0.126182    0    0    0    0    0     32         81
 0.244301    1    1    1    1    1      1         82
 0.092439    1    1    1    1    0      2         82
 0.178993    1    1    1    0    1      3         82
 0.109209    1    1    1    0    0      4         82
 0.160587    1    0    0    1    1      5         82
 0.063443    1    0    0    1    0      6         82
 0.103096    1    0    0    0    1      7         82
 0.021586    1    0    0    0    0      8         82
 0.178493    1    1    1    1    1      9         82
 0.061807    1    1    1    1    0     10         82
 0.152270    1    1    1    0    1     11         82
 0.062943    1    1    1    0    0     12         82
 0.129955    1    0    0    1    1     13         82
 0.040628    1    0    0    1    0     14         82
 0.072464    1    0    0    0    1     15         82
 0.018314    1    0    0    0    0     16         82
 0.261207    0    1    1    1    1     17         82
 0.164063    0    1    1    1    0     18         82
 0.227167    0    1    1    0    1     19         82
 0.122206    0    1    1    0    0     20         82
 0.181401    0    0    0    1    1     21         82
 0.080349    0    0    0    1    0     22         82
 0.205988    0    0    0    0    1     23         82
 0.069760    0    0    0    0    0     24         82
 0.207124    0    1    1    1    1     25         82
 0.125614    0    1    1    1    0     26         82
 0.192626    0    1    1    0    1     27         82
 0.083757    0    1    1    0    0     28         82
 0.166403    0    0    0    1    1     29         82
 0.053626    0    0    0    1    0     30         82
 0.101095    0    0    0    0    1     31         82
 0.007860    0    0    0    0    0     32         82
 0.348032    1    1    1    1    1      1         83
 0.266584    1    1    1    1    0      2         83
 0.302398    1    1    1    0    1      3         83
 0.217041    1    1    1    0    0      4         83
 0.311486    1    0    0    1    1      5         83
 0.210495    1    0    0    1    0      6         83
 0.261944    1    0    0    0    1      7         83
 0.168769    1    0    0    0    0      8         83
 0.325754    1    1    1    1    1      9         83
 0.256032    1    1    1    1    0     10         83
 0.319208    1    1    1    0    1     11         83
 0.210398    1    1    1    0    0     12         83
 0.273574    1    0    0    1    1     13         83
 0.192126    1    0    0    1    0     14         83
 0.263118    1    0    0    0    1     15         83
 0.158218    1    0    0    0    0     16         83
 0.444191    0    1    1    1    1     17         83
 0.319747    0    1    1    1    0     18         83
 0.394648    0    1    1    0    1     19         83
 0.313200    0    1    1    0    0     20         83
 0.384193    0    0    0    1    1     21         83
 0.318380    0    0    0    1    0     22         83
 0.334650    0    0    0    0    1     23         83
 0.276655    0    0    0    0    0     24         83
 0.425822    0    1    1    1    1     25         83
 0.344374    0    1    1    1    0     26         83
 0.427093    0    1    1    0    1     27         83
 0.302649    0    1    1    0    0     28         83
 0.393185    0    0    0    1    1     29         83
 0.300011    0    0    0    1    0     30         83
 0.402273    0    0    0    0    1     31         83
 0.289556    0    0    0    0    0     32         83
 0.383706    1    1    1    1    1      1         84
 0.231915    1    1    1    1    0      2         84
 0.306833    1    1    1    0    1      3         84
 0.241035    1    1    1    0    0      4         84
 0.323771    1    0    0    1    1      5         84
 0.238429    1    0    0    1    0      6         84
 0.274259    1    0    0    0    1      7         84
 0.208461    1    0    0    0    0      8         84
 0.342011    1    1    1    1    1      9         84
 0.276213    1    1    1    1    0     10         84
 0.343313    1    1    1    0    1     11         84
 0.257971    1    1    1    0    0     12         84
 0.301619    1    0    0    1    1     13         84
 0.259274    1    0    0    1    0     14         84
 0.295104    1    0    0    0    1     15         84
 0.201944    1    0    0    0    0     16         84
 0.468393    0    1    1    1    1     17         84
 0.375234    0    1    1    1    0     18         84
 0.454061    0    1    1    0    1     19         84
 0.368719    0    1    1    0    0     20         84
 0.431911    0    0    0    1    1     21         84
 0.338751    0    0    0    1    0     22         84
 0.413669    0    0    0    0    1     23         84
 0.328327    0    0    0    0    0     24         84
