This is Dataplot Data File     CHOI.DAT
Fire Research Emission "Trigger"
Mun Choi & Kevin McGrattan
Number of Observations = 4000
Observations per Line Image = 3
Order of Observations on a Line Image--
   1. Time
   2. Emission = Response Variable
   3. Voltage
Statistical Category--Comparing 2 Time Series
                      Auto & Cross Correlation
                      Auto & Cross Spectra
To Read this into Dataplot--
   SKIP 25
   SET READ FORMAT F10.4,F10.3,F10.6
   READ CHOI.DAT    TIME    EMISSION VOLTAGE
   13.6650     1.075  0.009704
   13.6700     1.000  0.015847
   13.6750     0.772  0.034801
   13.6800     0.527  0.069397
   13.6850     0.234  0.093429
   13.6900     0.063  0.096012
   13.6950     0.016  0.091511
   13.7000     0.007  0.087827
   13.7050     0.006  0.085851
   13.7100     0.030  0.087305
   13.7150     0.287  0.064928
   13.7200     0.402  0.047168
   13.7250     0.169  0.022806
   13.7300     0.095  0.007997
   13.7350     0.168  0.004868
   13.7400     0.346  0.004391
   13.7450     0.659  0.006145
   13.7500     1.003  0.008402
   13.7550     1.056  0.012668
   13.7600     0.856  0.027767
   13.7650     0.637  0.059263
   13.7700     0.335  0.088768
   13.7750     0.099  0.096554
   13.7800     0.025  0.092681
   13.7850     0.008  0.089293
   13.7900     0.005  0.087201
   13.7950     0.011  0.090241
   13.8000     0.231  0.071813
   13.8050     0.410  0.049255
   13.8100     0.242  0.031756
   13.8150     0.095  0.009378
   13.8200     0.140  0.005107
   13.8250     0.311  0.004550
   13.8300     0.628  0.006306
   13.8350     0.983  0.007997
   13.8400     1.080  0.011922
   13.8450     0.907  0.025803
   13.8500     0.703  0.054999
   13.8550     0.387  0.083279
   13.8600     0.133  0.092468
   13.8650     0.042  0.089609
   13.8700     0.014  0.087827
   13.8750     0.007  0.086785
   13.8800     0.006  0.092681
   13.8850     0.149  0.083176
   13.8900     0.369  0.054730
   13.8950     0.351  0.041996
   13.9000     0.126  0.013582
   13.9050     0.131  0.005745
   13.9100     0.284  0.004868
   13.9150     0.588  0.006306
   13.9200     0.961  0.007513
   13.9250     1.132  0.010687
   13.9300     0.991  0.021672
   13.9350     0.791  0.045103
   13.9400     0.455  0.071618
   13.9450     0.164  0.083279
   13.9500     0.055  0.082768
   13.9550     0.017  0.081952
   13.9600     0.008  0.082563
   13.9650     0.006  0.088978
   13.9700     0.069  0.087722
   13.9750     0.321  0.060182
   13.9800     0.447  0.048060
   13.9850     0.223  0.020804
   13.9900     0.181  0.007109
   13.9950     0.308  0.005665
   14.0000     0.581  0.006868
   14.0050     0.956  0.007109
   14.0100     1.170  0.010359
   14.0150     1.061  0.019596
   14.0200     0.852  0.038935
   14.0250     0.482  0.061196
   14.0300     0.188  0.074353
   14.0350     0.067  0.074944
   14.0400     0.022  0.075734
   14.0450     0.009  0.078420
   14.0500     0.005  0.086059
   14.0550     0.037  0.087827
   14.0600     0.277  0.065305
   14.0650     0.424  0.049754
   14.0700     0.185  0.027947
   14.0750     0.096  0.008402
   14.0800     0.175  0.005665
   14.0850     0.425  0.005905
   14.0900     0.847  0.006226
   14.0950     1.160  0.009378
   14.1000     1.098  0.016692
   14.1050     0.891  0.032123
   14.1100     0.541  0.055269
   14.1150     0.218  0.070843
   14.1200     0.084  0.070747
   14.1250     0.030  0.071037
   14.1300     0.011  0.074059
   14.1350     0.006  0.081647
   14.1400     0.012  0.088245
   14.1450     0.226  0.071037
   14.1500     0.414  0.050456
   14.1550     0.276  0.034708
   14.1600     0.127  0.012088
   14.1650     0.185  0.006386
   14.1700     0.410  0.005745
   14.1750     0.797  0.005985
   14.1800     1.144  0.008646
   14.1850     1.127  0.014083
   14.1900     0.920  0.025714
   14.1950     0.599  0.047861
   14.2000     0.237  0.065022
   14.2050     0.088  0.067104
   14.2100     0.031  0.066724
   14.2150     0.011  0.069686
   14.2200     0.006  0.075338
   14.2250     0.007  0.082870
   14.2300     0.186  0.070940
   14.2350     0.386  0.048856
   14.2400     0.360  0.038461
   14.2450     0.179  0.015762
   14.2500     0.222  0.007351
   14.2550     0.440  0.006065
   14.2600     0.808  0.006226
   14.2650     1.150  0.009134
   14.2700     1.145  0.013749
   14.2750     0.941  0.025271
   14.2800     0.630  0.047465
   14.2850     0.267  0.065116
   14.2900     0.110  0.066724
   14.2950     0.041  0.067104
   14.3000     0.014  0.069686
   14.3050     0.006  0.074747
   14.3100     0.006  0.083381
   14.3150     0.139  0.077920
   14.3200     0.347  0.051160
   14.3250     0.368  0.043253
   14.3300     0.147  0.020631
   14.3350     0.139  0.008321
   14.3400     0.288  0.005266
   14.3450     0.628  0.005825
   14.3500     1.056  0.008321
   14.3550     1.175  0.011510
   14.3600     0.976  0.020631
   14.3650     0.708  0.041418
   14.3700     0.308  0.058623
   14.3750     0.113  0.065871
   14.3800     0.043  0.066819
   14.3850     0.014  0.068439
   14.3900     0.006  0.070553
   14.3950     0.005  0.078921
   14.4000     0.061  0.080129
   14.4050     0.289  0.054730
   14.4100     0.419  0.045888
   14.4150     0.238  0.026426
   14.4200     0.172  0.010769
   14.4250     0.301  0.005506
   14.4300     0.615  0.006145
   14.4350     1.024  0.008159
   14.4400     1.182  0.010031
   14.4450     0.995  0.017542
   14.4500     0.748  0.034987
   14.4550     0.352  0.051160
   14.4600     0.120  0.063708
   14.4650     0.041  0.066250
   14.4700     0.013  0.067961
   14.4750     0.007  0.068439
   14.4800     0.005  0.074255
   14.4850     0.039  0.076030
   14.4900     0.271  0.054103
   14.4950     0.426  0.043641
   14.5000     0.258  0.028667
   14.5050     0.156  0.011840
   14.5100     0.234  0.005586
   14.5150     0.478  0.006065
   14.5200     0.901  0.007674
   14.5250     1.190  0.009297
   14.5300     1.078  0.016608
   14.5350     0.826  0.033689
   14.5400     0.440  0.051766
   14.5450     0.162  0.065399
   14.5500     0.062  0.067675
   14.5550     0.021  0.069205
   14.5600     0.007  0.069589
   14.5650     0.006  0.075437
   14.5700     0.019  0.080331
   14.5750     0.236  0.061012
   14.5800     0.399  0.045005
   14.5850     0.283  0.033596
   14.5900     0.148  0.014167
   14.5950     0.189  0.005905
   14.6000     0.362  0.006145
   14.6050     0.733  0.006707
   14.6100     1.128  0.008159
   14.6150     1.144  0.013916
   14.6200     0.910  0.028307
   14.6250     0.554  0.048756
   14.6300     0.210  0.066439
   14.6350     0.075  0.068343
   14.6400     0.026  0.069205
   14.6450     0.009  0.069109
   14.6500     0.006  0.073470
   14.6550     0.007  0.080230
   14.6600     0.180  0.067770
   14.6650     0.377  0.045789
   14.6700     0.358  0.039315
   14.6750     0.150  0.017286
   14.6800     0.140  0.007109
   14.6850     0.240  0.006306
   14.6900     0.522  0.006306
   14.6950     0.992  0.007190
   14.7000     1.197  0.011840
   14.7050     0.998  0.022020
   14.7100     0.692  0.041996
   14.7150     0.281  0.061012
   14.7200     0.092  0.067961
   14.7250     0.030  0.068152
   14.7300     0.011  0.069013
   14.7350     0.006  0.071813
   14.7400     0.005  0.078120
   14.7450     0.123  0.072884
   14.7500     0.327  0.048457
   14.7550     0.389  0.043641
   14.7600     0.162  0.021237
   14.7650     0.122  0.008727
   14.7700     0.187  0.006466
   14.7750     0.402  0.005665
   14.7800     0.834  0.006788
   14.7850     1.173  0.010359
   14.7900     1.065  0.018053
   14.7950     0.798  0.036670
   14.8000     0.386  0.057802
   14.8050     0.128  0.069686
   14.8100     0.042  0.069205
   14.8150     0.014  0.070940
   14.8200     0.005  0.072591
   14.8250     0.004  0.078120
   14.8300     0.048  0.079927
   14.8350     0.268  0.058258
   14.8400     0.416  0.046971
   14.8450     0.234  0.027230
   14.8500     0.150  0.011592
   14.8550     0.204  0.006788
   14.8600     0.387  0.005426
   14.8650     0.781  0.006707
   14.8700     1.147  0.009460
   14.8750     1.095  0.014753
   14.8800     0.857  0.029299
   14.8850     0.484  0.052322
   14.8900     0.158  0.068534
   14.8950     0.046  0.068343
   14.9000     0.015  0.070264
   14.9050     0.006  0.071813
   14.9100     0.004  0.075042
   14.9150     0.017  0.079927
   14.9200     0.227  0.063895
   14.9250     0.411  0.046281
   14.9300     0.221  0.033135
   14.9350     0.087  0.015257
   14.9400     0.101  0.007029
   14.9450     0.214  0.005346
   14.9500     0.533  0.006466
   14.9550     1.010  0.008402
   14.9600     1.172  0.011427
   14.9650     0.973  0.022543
   14.9700     0.672  0.044908
   14.9750     0.277  0.063989
   14.9800     0.107  0.067294
   14.9850     0.035  0.069589
   14.9900     0.011  0.070457
   14.9950     0.006  0.074059
   15.0000     0.007  0.082665
   15.0050     0.152  0.075437
   15.0100     0.357  0.049454
   15.0150     0.340  0.042092
   15.0200     0.131  0.021237
   15.0250     0.135  0.008565
   15.0300     0.253  0.005745
   15.0350     0.560  0.006868
   15.0400     0.998  0.007755
   15.0450     1.208  0.009868
   15.0500     1.030  0.017712
   15.0550     0.743  0.035547
   15.0600     0.337  0.053033
   15.0650     0.127  0.063708
   15.0700     0.044  0.067579
   15.0750     0.012  0.067199
   15.0800     0.006  0.068152
   15.0850     0.005  0.076625
   15.0900     0.066  0.078220
   15.0950     0.297  0.055719
   15.1000     0.400  0.046182
   15.1050     0.116  0.029209
   15.1100     0.081  0.013666
   15.1150     0.158  0.006627
   15.1200     0.404  0.006948
   15.1250     0.863  0.007351
   15.1300     1.196  0.008727
   15.1350     1.105  0.014669
   15.1400     0.869  0.027230
   15.1450     0.469  0.043059
   15.1500     0.222  0.060182
   15.1550     0.090  0.066250
   15.1600     0.027  0.067199
   15.1650     0.009  0.066913
   15.1700     0.006  0.072689
   15.1750     0.009  0.078921
   15.1800     0.219  0.063802
   15.1850     0.442  0.045397
   15.1900     0.255  0.036952
   15.1950     0.113  0.018994
   15.2000     0.189  0.008808
   15.2050     0.457  0.007351
   15.2100     0.888  0.006948
   15.2150     1.222  0.008159
   15.2200     1.185  0.012336
   15.2250     0.943  0.020026
   15.2300     0.546  0.033135
   15.2350     0.243  0.054640
   15.2400     0.099  0.064083
   15.2450     0.030  0.065493
   15.2500     0.010  0.066819
   15.2550     0.006  0.068247
   15.2600     0.005  0.072202
   15.2650     0.139  0.065116
   15.2700     0.347  0.043932
   15.2750     0.363  0.041226
   15.2800     0.137  0.023770
   15.2850     0.184  0.012419
   15.2900     0.443  0.007432
   15.2950     0.850  0.006226
   15.3000     1.178  0.007674
   15.3050     1.179  0.010687
   15.3100     0.976  0.016185
   15.3150     0.665  0.028127
   15.3200     0.256  0.045299
   15.3250     0.086  0.062402
   15.3300     0.026  0.067009
   15.3350     0.011  0.067199
   15.3400     0.005  0.067294
   15.3450     0.005  0.067389
   15.3500     0.055  0.065305
   15.3550     0.303  0.046379
   15.3600     0.459  0.038651
   15.3650     0.116  0.026248
   15.3700     0.089  0.014585
   15.3750     0.250  0.007190
   15.3800     0.669  0.006145
   15.3850     1.099  0.007271
   15.3900     1.217  0.009704
   15.3950     1.061  0.013083
   15.4000     0.832  0.022981
   15.4050     0.403  0.037611
   15.4100     0.143  0.058166
   15.4150     0.047  0.066250
   15.4200     0.016  0.069589
   15.4250     0.007  0.069013
   15.4300     0.005  0.068439
   15.4350     0.015  0.068343
   15.4400     0.238  0.051160
   15.4450     0.448  0.036014
   15.4500     0.242  0.031025
   15.4550     0.112  0.017371
   15.4600     0.257  0.007755
   15.4650     0.662  0.005905
   15.4700     1.058  0.007271
   15.4750     1.214  0.008808
   15.4800     1.155  0.011263
   15.4850     1.028  0.019510
   15.4900     0.671  0.033227
   15.4950     0.257  0.051060
   15.5000     0.075  0.062216
   15.5050     0.021  0.067199
   15.5100     0.008  0.068343
   15.5150     0.006  0.067199
   15.5200     0.007  0.068152
   15.5250     0.159  0.056260
   15.5300     0.399  0.035267
   15.5350     0.292  0.034615
   15.5400     0.046  0.021064
   15.5450     0.076  0.009134
   15.5500     0.354  0.005665
   15.5550     0.856  0.006788
   15.5600     1.145  0.007351
   15.5650     1.128  0.009052
   15.5700     1.029  0.015510
   15.5750     0.832  0.027140
   15.5800     0.430  0.039125
   15.5850     0.131  0.057075
   15.5900     0.031  0.063802
   15.5950     0.010  0.065305
   15.6000     0.007  0.065777
   15.6050     0.006  0.065871
   15.6100     0.069  0.058258
   15.6150     0.321  0.037611
   15.6200     0.494  0.034337
   15.6250     0.146  0.023770
   15.6300     0.119  0.010277
   15.6350     0.393  0.006466
   15.6400     0.864  0.007029
   15.6450     1.121  0.007271
   15.6500     1.140  0.009052
   15.6550     1.087  0.015089
   15.6600     0.941  0.025094
   15.6650     0.559  0.037611
   15.6700     0.213  0.055359
   15.6750     0.054  0.063147
   15.6800     0.015  0.065022
   15.6850     0.007  0.066724
   15.6900     0.006  0.067961
   15.6950     0.023  0.063989
   15.7000     0.266  0.044517
   15.7050     0.504  0.034708
   15.7100     0.178  0.027498
   15.7150     0.062  0.012253
   15.7200     0.204  0.006627
   15.7250     0.681  0.006948
   15.7300     1.077  0.006707
   15.7350     1.151  0.008646
   15.7400     1.102  0.013499
   15.7450     1.011  0.021846
   15.7500     0.703  0.034801
   15.7550     0.316  0.050657
   15.7600     0.097  0.061289
   15.7650     0.026  0.063802
   15.7700     0.010  0.066060
   15.7750     0.005  0.067199
   15.7800     0.010  0.064364
   15.7850     0.184  0.049454
   15.7900     0.454  0.033596
   15.7950     0.308  0.030934
   15.8000     0.057  0.015005
   15.8050     0.115  0.007674
   15.8100     0.495  0.006627
   15.8150     0.991  0.006306
   15.8200     1.156  0.008159
   15.8250     1.118  0.011922
   15.8300     1.039  0.018395
   15.8350     0.803  0.032031
   15.8400     0.410  0.044224
   15.8450     0.136  0.058988
   15.8500     0.035  0.063428
   15.8550     0.011  0.066060
   15.8600     0.007  0.066819
   15.8650     0.007  0.065022
   15.8700     0.117  0.055449
   15.8750     0.367  0.036107
   15.8800     0.465  0.033411
   15.8850     0.109  0.018480
   15.8900     0.113  0.008484
   15.8950     0.410  0.006145
   15.9000     0.908  0.005985
   15.9050     1.132  0.008078
   15.9100     1.118  0.011016
   15.9150     1.043  0.016608
   15.9200     0.860  0.029571
   15.9250     0.477  0.042189
   15.9300     0.176  0.056803
   15.9350     0.045  0.063334
   15.9400     0.014  0.065871
   15.9450     0.006  0.066060
   15.9500     0.006  0.065305
   15.9550     0.062  0.059906
   15.9600     0.318  0.039982
   15.9650     0.528  0.034430
   15.9700     0.126  0.021324
   15.9750     0.083  0.009134
   15.9800     0.303  0.006065
   15.9850     0.796  0.006226
   15.9900     1.116  0.007916
   15.9950     1.181  0.009623
   16.0000     1.151  0.014502
   16.0050     1.021  0.026248
   16.0100     0.659  0.039982
   16.0150     0.284  0.052766
   16.0200     0.087  0.061938
   16.0250     0.023  0.065305
   16.0300     0.009  0.066344
   16.0350     0.008  0.066819
   16.0400     0.041  0.062774
   16.0450     0.282  0.042768
   16.0500     0.502  0.033689
   16.0550     0.169  0.023244
   16.0600     0.060  0.009215
   16.0650     0.188  0.005506
   16.0700     0.643  0.005825
   16.0750     1.036  0.007351
   16.0800     1.150  0.008808
   16.0850     1.135  0.012834
   16.0900     1.048  0.023770
   16.0950     0.744  0.038272
   16.1000     0.342  0.049454
   16.1050     0.106  0.061659
   16.1100     0.025  0.065399
   16.1150     0.009  0.066155
   16.1200     0.007  0.067484
   16.1250     0.026  0.065399
   16.1300     0.238  0.047366
   16.1350     0.459  0.035267
   16.1400     0.250  0.027140
   16.1450     0.079  0.010359
   16.1500     0.172  0.005586
   16.1550     0.559  0.005665
   16.1600     0.969  0.007029
   16.1650     1.118  0.007836
   16.1700     1.113  0.012005
   16.1750     1.071  0.021324
   16.1800     0.831  0.035267
   16.1850     0.412  0.046576
   16.1900     0.129  0.060366
   16.1950     0.033  0.063521
   16.2000     0.011  0.064740
   16.2050     0.007  0.066724
   16.2100     0.019  0.065682
   16.2150     0.215  0.048756
   16.2200     0.453  0.034708
   16.2250     0.290  0.028667
   16.2300     0.059  0.011180
   16.2350     0.098  0.005665
   16.2400     0.378  0.005745
   16.2450     0.849  0.006627
   16.2500     1.054  0.007271
   16.2550     1.017  0.011427
   16.2600     0.959  0.019940
   16.2650     0.792  0.032858
   16.2700     0.400  0.044127
   16.2750     0.119  0.059906
   16.2800     0.031  0.064552
   16.2850     0.011  0.064740
   16.2900     0.007  0.065871
   16.2950     0.016  0.063895
   16.3000     0.189  0.048259
   16.3050     0.441  0.033874
   16.3100     0.300  0.029661
   16.3150     0.039  0.012088
   16.3200     0.043  0.005985
   16.3250     0.186  0.005506
   16.3300     0.638  0.005825
   16.3350     0.975  0.006788
   16.3400     0.961  0.011345
   16.3450     0.866  0.020285
   16.3500     0.713  0.034708
   16.3550     0.326  0.048159
   16.3600     0.110  0.064270
   16.3650     0.038  0.068247
   16.3700     0.013  0.068343
   16.3750     0.007  0.068439
   16.3800     0.009  0.067294
   16.3850     0.140  0.055629
   16.3900     0.369  0.036388
   16.3950     0.425  0.034059
   16.4000     0.083  0.015931
   16.4050     0.046  0.006546
   16.4100     0.143  0.005586
   16.4150     0.507  0.005426
   16.4200     0.892  0.006386
   16.4250     0.955  0.010523
   16.4300     0.854  0.018309
   16.4350     0.746  0.034430
   16.4400     0.435  0.053478
   16.4450     0.143  0.068343
   16.4500     0.051  0.069686
   16.4550     0.017  0.071618
   16.4600     0.007  0.071134
   16.4650     0.007  0.070071
   16.4700     0.082  0.063615
   16.4750     0.318  0.041515
   16.4800     0.450  0.036858
   16.4850     0.087  0.020631
   16.4900     0.027  0.007674
   16.4950     0.062  0.005506
   16.5000     0.317  0.004550
   16.5050     0.782  0.005905
   16.5100     0.980  0.008808
   16.5150     0.887  0.014251
   16.5200     0.769  0.027947
   16.5250     0.547  0.051665
   16.5300     0.192  0.067579
   16.5350     0.058  0.070940
   16.5400     0.020  0.072884
   16.5450     0.008  0.072396
   16.5500     0.004  0.070650
   16.5550     0.041  0.068056
   16.5600     0.279  0.047366
   16.5650     0.475  0.037422
   16.5700     0.137  0.023507
   16.5750     0.029  0.009460
   16.5800     0.049  0.005745
   16.5850     0.230  0.004550
   16.5900     0.705  0.005905
   16.5950     1.019  0.008159
   16.6000     0.986  0.011427
   16.6050     0.856  0.022369
   16.6100     0.634  0.043156
   16.6150     0.241  0.059906
   16.6200     0.077  0.069589
   16.6250     0.024  0.072396
   16.6300     0.009  0.071715
   16.6350     0.006  0.070264
   16.6400     0.023  0.068439
   16.6450     0.231  0.050356
   16.6500     0.412  0.035920
   16.6550     0.202  0.027409
   16.6600     0.032  0.012253
   16.6650     0.035  0.005745
   16.6700     0.144  0.004153
   16.6750     0.547  0.005745
   16.6800     0.969  0.007109
   16.6850     1.014  0.009541
   16.6900     0.897  0.018138
   16.6950     0.701  0.035453
   16.7000     0.284  0.052855
   16.7050     0.098  0.067961
   16.7100     0.033  0.071618
   16.7150     0.010  0.069974
   16.7200     0.006  0.069589
   16.7250     0.008  0.070457
   16.7300     0.168  0.057802
   16.7350     0.381  0.036764
   16.7400     0.304  0.033504
   16.7450     0.041  0.016862
   16.7500     0.026  0.006627
   16.7550     0.069  0.004629
   16.7600     0.340  0.005905
   16.7650     0.870  0.006788
   16.7700     1.092  0.008646
   16.7750     0.959  0.015678
   16.7800     0.771  0.030660
   16.7850     0.346  0.048457
   16.7900     0.138  0.067009
   16.7950     0.053  0.071327
   16.8000     0.017  0.068726
   16.8050     0.007  0.068726
   16.8100     0.006  0.071037
   16.8150     0.097  0.064364
   16.8200     0.324  0.040173
   16.8250     0.396  0.037046
   16.8300     0.078  0.022107
   16.8350     0.027  0.008484
   16.8400     0.065  0.004948
   16.8450     0.292  0.005745
   16.8500     0.802  0.006466
   16.8550     1.116  0.008078
   16.8600     1.036  0.014000
   16.8650     0.881  0.025892
   16.8700     0.482  0.042285
   16.8750     0.213  0.063802
   16.8800     0.094  0.070264
   16.8850     0.031  0.067675
   16.8900     0.011  0.068534
   16.8950     0.007  0.071037
   16.9000     0.044  0.065588
   16.9050     0.285  0.043156
   16.9100     0.444  0.035640
   16.9150     0.194  0.025182
   16.9200     0.059  0.010769
   16.9250     0.111  0.005506
   16.9300     0.373  0.005825
   16.9350     0.873  0.006065
   16.9400     1.137  0.008321
   16.9450     1.017  0.014000
   16.9500     0.825  0.024828
   16.9550     0.406  0.040269
   16.9600     0.167  0.062774
   16.9650     0.069  0.069589
   16.9700     0.022  0.067104
   16.9750     0.010  0.067294
   16.9800     0.006  0.069013
   16.9850     0.033  0.064928
   16.9900     0.257  0.045299
   16.9950     0.418  0.036201
   17.0000     0.263  0.027947
   17.0050     0.132  0.013249
   17.0100     0.200  0.006546
   17.0150     0.488  0.005985
   17.0200     0.914  0.005985
   17.0250     1.091  0.008808
   17.0300     0.947  0.014921
   17.0350     0.783  0.026337
   17.0400     0.424  0.042768
   17.0450     0.176  0.063708
   17.0500     0.081  0.069782
   17.0550     0.029  0.068152
   17.0600     0.010  0.069301
   17.0650     0.006  0.071037
   17.0700     0.024  0.067009
   17.0750     0.247  0.047465
   17.0800     0.430  0.035733
   17.0850     0.306  0.028307
   17.0900     0.133  0.013666
   17.0950     0.183  0.006627
   17.1000     0.475  0.005825
   17.1050     0.944  0.006306
   17.1100     1.136  0.009378
   17.1150     0.991  0.015425
   17.1200     0.809  0.026961
   17.1250     0.429  0.043447
   17.1300     0.204  0.063802
   17.1350     0.099  0.069013
   17.1400     0.036  0.068152
   17.1450     0.012  0.070457
   17.1500     0.005  0.072299
   17.1550     0.016  0.070360
   17.1600     0.240  0.051867
   17.1650     0.441  0.037422
   17.1700     0.340  0.030115
   17.1750     0.150  0.015425
   17.1800     0.195  0.007432
   17.1850     0.479  0.005985
   17.1900     0.945  0.006707
   17.1950     1.152  0.010113
   17.2000     0.998  0.015931
   17.2050     0.807  0.028217
   17.2100     0.430  0.044322
   17.2150     0.213  0.062961
   17.2200     0.109  0.067484
   17.2250     0.041  0.068439
   17.2300     0.014  0.070553
   17.2350     0.007  0.072689
   17.2400     0.018  0.071134
   17.2450     0.242  0.052677
   17.2500     0.437  0.037988
   17.2550     0.376  0.030569
   17.2600     0.211  0.015510
   17.2650     0.279  0.007271
   17.2700     0.589  0.005745
   17.2750     1.009  0.007109
   17.2800     1.144  0.010605
   17.2850     0.968  0.016862
   17.2900     0.763  0.030115
   17.2950     0.388  0.046379
   17.3000     0.176  0.062681
   17.3050     0.080  0.067199
   17.3100     0.028  0.069493
   17.3150     0.009  0.070747
   17.3200     0.005  0.072007
   17.3250     0.025  0.071424
   17.3300     0.249  0.052145
   17.3350     0.428  0.039220
   17.3400     0.381  0.030751
   17.3450     0.255  0.015510
   17.3500     0.337  0.007109
   17.3550     0.643  0.005985
   17.3600     1.030  0.007755
   17.3650     1.122  0.011757
   17.3700     0.928  0.018737
   17.3750     0.706  0.034615
   17.3800     0.328  0.050758
   17.3850     0.136  0.063147
   17.3900     0.059  0.066913
   17.3950     0.022  0.069589
   17.4000     0.008  0.070071
   17.4050     0.005  0.071037
   17.4100     0.043  0.067865
   17.4150     0.274  0.046576
   17.4200     0.442  0.038840
   17.4250     0.401  0.027767
   17.4300     0.322  0.013499
   17.4350     0.443  0.006627
   17.4400     0.757  0.006065
   17.4450     1.071  0.008565
   17.4500     1.065  0.012751
   17.4550     0.855  0.021411
   17.4600     0.616  0.039315
   17.4650     0.260  0.054820
   17.4700     0.090  0.063802
   17.4750     0.034  0.066724
   17.4800     0.013  0.069013
   17.4850     0.006  0.068822
   17.4900     0.005  0.070264
   17.4950     0.082  0.065966
   17.5000     0.298  0.042672
   17.5050     0.453  0.039220
   17.5100     0.362  0.024652
   17.5150     0.267  0.011345
   17.5200     0.389  0.005985
   17.5250     0.719  0.006065
   17.5300     1.065  0.008484
   17.5350     1.050  0.012336
   17.5400     0.803  0.021151
   17.5450     0.559  0.039220
   17.5500     0.220  0.053478
   17.5550     0.050  0.062123
   17.5600     0.016  0.064270
   17.5650     0.008  0.065871
   17.5700     0.005  0.066155
   17.5750     0.007  0.067294
   17.5800     0.141  0.057984
   17.5850     0.348  0.038272
   17.5900     0.485  0.036014
   17.5950     0.385  0.018823
   17.6000     0.322  0.008484
   17.6050     0.454  0.005825
   17.6100     0.788  0.006707
   17.6150     1.106  0.009378
   17.6200     1.036  0.014418
   17.6250     0.773  0.026515
   17.6300     0.500  0.047663
   17.6350     0.180  0.061752
   17.6400     0.039  0.064928
   17.6450     0.012  0.065966
   17.6500     0.006  0.067579
   17.6550     0.004  0.069013
   17.6600     0.010  0.071134
   17.6650     0.183  0.056894
   17.6700     0.384  0.039887
   17.6750     0.493  0.033966
   17.6800     0.327  0.015341
   17.6850     0.281  0.007109
   17.6900     0.441  0.005665
   17.6950     0.808  0.006868
   17.7000     1.114  0.009950
   17.7050     0.985  0.015510
   17.7100     0.709  0.030387
   17.7150     0.445  0.053122
   17.7200     0.152  0.066724
   17.7250     0.031  0.066819
   17.7300     0.011  0.067009
   17.7350     0.006  0.068343
   17.7400     0.005  0.070360
   17.7450     0.019  0.071230
   17.7500     0.222  0.052589
   17.7550     0.428  0.039315
   17.7600     0.517  0.029389
   17.7650     0.317  0.012253
   17.7700     0.268  0.006868
   17.7750     0.424  0.005586
   17.7800     0.794  0.007432
   17.7850     1.098  0.010113
   17.7900     0.935  0.016608
   17.7950     0.645  0.034337
   17.8000     0.404  0.059538
   17.8050     0.145  0.072884
   17.8100     0.027  0.069782
   17.8150     0.008  0.069493
   17.8200     0.005  0.071521
   17.8250     0.005  0.073666
   17.8300     0.039  0.071521
   17.8350     0.275  0.049155
   17.8400     0.477  0.039410
   17.8450     0.462  0.024828
   17.8500     0.215  0.009460
   17.8550     0.172  0.005905
   17.8600     0.306  0.005346
   17.8650     0.672  0.007109
   17.8700     1.025  0.009623
   17.8750     0.875  0.016608
   17.8800     0.594  0.037328
   17.8850     0.397  0.068247
   17.8900     0.158  0.083176
   17.8950     0.027  0.078420
   17.9000     0.009  0.075042
   17.9050     0.005  0.076328
   17.9100     0.005  0.078621
   17.9150     0.037  0.075832
   17.9200     0.291  0.050557
   17.9250     0.528  0.039696
   17.9300     0.443  0.021759
   17.9350     0.166  0.008484
   17.9400     0.137  0.005346
   17.9450     0.255  0.005506
   17.9500     0.612  0.007029
   17.9550     0.973  0.008890
   17.9600     0.827  0.015089
   17.9650     0.559  0.034152
   17.9700     0.387  0.063802
   17.9750     0.176  0.080129
   17.9800     0.033  0.078420
   17.9850     0.007  0.074157
   17.9900     0.004  0.076229
   17.9950     0.005  0.079424
   18.0000     0.059  0.073079
   18.0050     0.298  0.047762
   18.0100     0.490  0.038272
   18.0150     0.495  0.018395
   18.0200     0.269  0.007593
   18.0250     0.199  0.005027
   18.0300     0.295  0.005187
   18.0350     0.602  0.006226
   18.0400     0.882  0.006948
   18.0450     0.757  0.012088
   18.0500     0.539  0.026604
   18.0550     0.410  0.051968
   18.0600     0.225  0.068822
   18.0650     0.054  0.075141
   18.0700     0.009  0.069878
   18.0750     0.005  0.072981
   18.0800     0.006  0.076130
   18.0850     0.064  0.068630
   18.0900     0.293  0.045103
   18.0950     0.508  0.037234
   18.1000     0.538  0.018395
   18.1050     0.274  0.007674
   18.1100     0.191  0.005426
   18.1150     0.271  0.005825
   18.1200     0.572  0.006226
   18.1250     0.899  0.007271
   18.1300     0.773  0.013166
   18.1350     0.542  0.028847
   18.1400     0.393  0.052855
   18.1450     0.200  0.068726
   18.1500     0.046  0.073764
   18.1550     0.008  0.070457
   18.1600     0.005  0.073666
   18.1650     0.006  0.077421
   18.1700     0.066  0.069589
   18.1750     0.291  0.045299
   18.1800     0.461  0.037611
   18.1850     0.456  0.018395
   18.1900     0.233  0.006788
   18.1950     0.148  0.004948
   18.2000     0.192  0.005266
   18.2050     0.441  0.005266
   18.2100     0.783  0.005665
   18.2150     0.773  0.010523
   18.2200     0.551  0.022893
   18.2250     0.418  0.047366
   18.2300     0.246  0.070264
   18.2350     0.068  0.080230
   18.2400     0.010  0.073275
   18.2450     0.005  0.075338
